feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,class
49,73,13,19,6,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,2,5,1,0
50,73,13,19,15,0,0,0,1,2,0,2,5,1,0,3,1,1,4,1,3,8,1,0
51,73,13,19,24,0,2,2,0,1,0,3,7,3,2,1,4,1,5,3,6,15,1,0
52,73,13,19,28,0,0,0,2,1,4,4,8,1,3,1,5,1,7,1,5,16,2,0
53,73,13,19,19,0,0,0,3,2,4,3,9,0,1,1,2,0,5,0,4,9,3,0
54,73,14,19,23,0,0,0,2,1,2,1,7,5,1,2,1,0,5,5,9,15,3,0
55,73,14,19,16,0,0,0,0,0,0,0,5,4,1,1,0,1,3,2,2,6,1,0
56,73,14,19,10,0,0,0,2,1,1,1,2,2,1,2,0,0,2,2,3,7,2,0
57,73,15,19,18,0,0,0,3,2,3,1,6,2,2,0,0,1,4,2,5,9,3,0
58,73,15,19,30,0,0,0,0,1,0,0,9,5,1,2,2,2,8,5,9,18,2,0
59,73,15,19,16,0,0,0,3,2,2,1,4,2,1,1,3,0,4,1,3,9,3,0
60,73,15,19,12,0,1,1,1,0,0,3,5,1,2,0,0,1,3,1,3,7,1,0
61,73,16,19,20,0,0,0,4,2,7,4,8,2,0,0,0,1,6,2,3,9,4,1
62,73,16,19,35,0,1,1,3,2,9,9,14,1,0,1,5,1,10,1,6,15,3,0
63,73,16,19,15,0,1,1,1,1,1,3,5,2,1,0,2,0,4,1,3,5,1,0
64,73,16,19,31,0,1,1,2,1,7,10,14,1,0,0,4,1,9,1,4,10,2,0
65,73,17,19,22,0,0,0,3,3,2,1,4,3,3,1,3,0,4,3,4,13,3,0
66,73,17,19,20,0,0,0,1,1,0,1,3,4,1,3,0,2,3,4,7,17,1,0
67,73,17,19,16,0,0,0,2,1,1,1,3,3,2,2,1,1,3,3,5,13,2,0
68,73,17,19,7,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,6,0,0
69,73,18,19,32,0,2,2,3,1,2,4,9,5,2,4,4,1,6,4,8,21,2,0
70,73,18,19,17,0,0,0,3,2,1,1,7,1,2,0,1,1,5,1,4,7,2,0
71,73,18,19,17,0,0,0,3,3,2,2,4,1,2,1,3,0,3,1,4,13,3,1
72,73,18,19,40,0,0,0,3,3,5,4,13,3,2,4,6,1,10,3,6,21,3,1
73,73,19,19,15,0,0,0,5,2,3,2,4,1,1,0,1,1,4,1,4,13,3,0
1,26,1,16,25,0,3,3,3,1,0,3,10,2,2,1,5,0,6,2,6,15,2,0
2,26,2,16,9,0,1,1,3,1,0,1,3,2,0,2,0,0,2,2,4,7,1,0
3,26,3,16,25,0,2,2,3,2,2,4,9,3,2,0,3,2,8,2,6,15,3,0
4,26,3,16,21,0,0,0,1,0,0,0,5,2,2,3,4,1,4,2,4,13,2,0
5,26,4,16,22,0,2,2,2,1,1,5,7,4,1,1,4,1,5,3,6,15,3,0
6,26,4,16,28,0,2,3,3,2,2,4,7,6,1,2,3,2,5,5,8,22,5,1
7,26,5,16,30,0,3,3,2,0,2,2,10,3,2,0,5,0,7,2,7,15,2,0
8,26,5,16,18,0,0,0,0,0,0,0,7,3,0,2,3,0,5,2,5,10,3,0
9,26,6,16,25,0,1,0,4,1,1,4,7,3,2,2,3,0,6,3,6,13,2,0
10,26,6,16,17,0,0,0,0,0,0,0,4,3,2,1,4,0,3,2,4,11,1,0
11,26,6,16,13,0,0,0,2,1,0,1,5,2,1,1,0,2,3,1,4,9,2,0
12,26,7,16,30,0,1,1,3,1,0,2,11,4,0,1,6,1,4,4,7,18,2,0
13,26,8,16,8,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,7,0,0
14,26,8,16,46,0,5,6,2,2,1,16,15,7,5,3,4,4,9,7,13,32,2,0
15,26,9,16,23,0,0,0,1,1,0,2,7,4,0,0,3,0,5,4,7,13,2,0
16,26,10,16,31,0,0,0,2,1,1,1,8,3,4,1,5,0,8,3,9,23,2,0
17,26,10,16,21,0,0,0,0,0,4,0,4,2,2,0,4,1,4,2,5,14,1,0
18,26,10,16,11,0,1,1,1,1,1,2,4,2,1,0,2,0,3,2,4,6,1,0
19,26,11,16,11,0,0,0,2,1,1,1,3,1,1,2,1,0,2,1,3,9,3,0
20,26,11,16,27,0,1,0,0,0,0,1,10,3,3,2,4,1,7,3,9,19,3,0
21,26,12,16,21,0,2,2,1,1,0,1,5,5,2,0,5,1,5,4,8,15,1,0
22,26,13,16,38,0,3,3,2,1,3,5,12,3,1,1,5,2,9,3,9,21,2,0
23,26,14,16,23,0,1,1,2,1,2,2,4,5,2,1,3,0,4,4,8,19,3,0
24,26,14,16,23,0,2,2,1,1,0,2,6,2,3,4,3,1,5,2,6,19,3,1
25,26,15,16,24,0,4,4,1,1,0,4,11,2,1,1,2,1,6,2,5,11,1,0
26,26,16,16,9,0,1,1,1,0,0,1,2,1,0,2,2,0,2,1,2,7,0,0
1,50,1,15,6,0,1,1,0,0,0,0,3,2,0,0,0,0,2,2,4,5,0,0
2,50,1,15,35,0,0,0,1,1,0,0,10,5,5,4,4,2,9,4,10,23,1,0
3,50,1,15,24,0,1,1,1,0,0,1,4,6,1,2,4,2,4,6,9,20,1,0
4,50,2,15,31,0,0,0,1,0,0,1,9,1,7,3,5,2,8,1,4,17,1,0
5,50,2,15,23,0,0,0,0,0,0,0,5,2,6,0,4,2,4,2,4,17,1,0
6,50,3,15,40,0,2,2,1,0,0,3,13,5,4,3,6,0,11,5,12,25,2,0
7,50,3,15,28,0,2,2,1,0,0,2,9,5,3,2,2,0,6,4,9,18,3,1
8,50,4,15,22,0,4,3,1,1,1,6,8,2,3,1,6,0,5,2,4,9,3,0
9,50,4,15,23,0,1,1,0,0,0,0,3,7,2,0,2,1,3,5,8,20,2,0
10,50,4,15,12,0,1,1,1,0,0,1,1,5,0,2,1,1,1,4,5,11,1,0
11,50,5,15,24,0,2,2,0,1,0,1,7,5,2,0,4,1,7,3,8,13,1,0
12,50,5,15,12,0,0,0,1,0,0,0,3,3,1,2,2,0,3,3,6,12,2,0
13,50,5,15,37,0,1,1,1,0,0,2,8,5,3,6,5,1,6,5,9,29,3,0
14,50,6,15,14,0,0,0,0,0,0,0,2,2,1,0,2,0,2,2,4,12,1,0
15,50,6,15,13,0,2,2,0,0,0,3,5,2,2,0,2,0,4,2,4,7,1,0
16,50,6,15,21,0,0,0,0,0,0,0,6,2,3,3,2,2,6,2,6,16,0,0
17,50,7,15,9,0,1,1,0,0,0,0,3,1,1,1,1,0,3,1,4,9,2,0
18,50,7,15,31,0,0,0,0,0,0,0,7,2,3,3,6,2,7,2,6,20,0,0
19,50,7,15,16,0,0,0,0,0,0,0,2,3,1,1,2,1,2,2,4,12,0,0
20,50,8,15,34,0,0,0,0,0,1,0,10,2,5,1,6,1,7,2,7,22,1,0
21,50,8,15,15,0,0,0,0,0,0,0,6,2,4,0,1,1,3,2,5,11,0,0
22,50,8,15,30,0,2,2,0,0,0,3,11,1,1,2,4,3,8,1,6,18,1,0
23,50,8,15,9,0,1,1,0,0,0,1,2,1,1,1,1,1,2,1,2,5,1,0
24,50,8,15,4,0,1,1,0,0,0,0,2,0,0,1,1,0,2,0,2,4,0,0
25,50,9,15,12,0,0,0,0,0,0,0,5,2,0,0,3,1,5,1,3,4,6,1
26,50,9,15,11,0,1,1,0,1,0,1,6,2,1,0,0,0,4,2,4,6,8,1
27,50,9,15,24,0,1,1,0,1,0,1,8,4,2,1,4,0,6,4,8,16,15,1
28,50,9,15,17,0,1,1,0,1,0,0,6,2,0,1,4,0,4,2,5,11,3,0
29,50,9,15,14,0,1,0,0,1,0,2,3,2,2,0,2,1,2,2,4,10,1,0
30,50,10,15,8,0,2,1,0,1,1,2,3,1,0,0,1,0,3,1,3,5,2,0
31,50,10,15,18,0,1,1,0,0,2,2,8,2,2,0,0,1,4,2,5,8,0,0
32,50,10,15,28,0,0,0,0,0,0,0,6,6,5,1,5,1,5,5,10,21,2,0
33,50,10,15,23,0,1,1,0,0,1,2,6,2,0,4,4,0,5,2,5,15,0,0
34,50,11,15,9,0,2,1,0,1,0,1,3,1,2,0,2,0,3,1,3,5,1,0
35,50,11,15,25,0,0,0,0,1,2,0,5,3,3,4,4,1,4,3,6,19,3,1
36,50,11,15,51,0,0,0,0,2,1,1,13,7,3,4,5,3,11,7,14,33,2,0
37,50,12,15,25,0,3,2,1,1,0,5,13,2,3,1,2,1,8,2,4,9,2,0
38,50,12,15,7,0,0,0,1,0,0,1,4,0,1,1,0,0,2,0,2,3,2,0
39,50,12,15,25,0,1,1,1,1,0,4,8,2,2,1,6,0,6,2,8,22,1,0
40,50,12,15,27,0,4,4,1,3,0,7,11,3,1,2,1,3,7,3,6,15,2,0
41,50,13,15,13,0,1,1,0,1,2,3,4,1,2,0,2,1,3,1,4,12,2,0
42,50,13,15,9,0,0,0,0,1,2,1,3,2,0,0,1,0,3,2,3,7,2,0
43,50,13,15,40,0,3,2,0,1,1,9,16,2,6,0,8,4,11,2,5,13,3,0
44,50,13,15,6,0,1,1,0,0,0,0,3,1,0,0,1,0,2,1,2,3,0,0
45,50,13,15,9,0,1,1,0,1,0,0,5,0,1,0,3,0,4,0,2,4,1,0
46,50,14,15,32,0,2,2,1,3,7,8,12,3,1,1,3,2,8,3,9,24,4,0
47,50,15,15,22,0,1,1,1,0,0,2,8,2,2,0,4,1,3,2,4,15,4,1
48,50,15,15,14,0,0,0,0,0,0,0,4,1,3,1,0,1,4,1,5,14,1,0
49,50,15,15,33,0,0,0,1,0,0,1,9,5,1,1,5,2,8,5,11,23,1,0
50,50,15,15,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1,9,1,3,13,0,2,2,4,2,2,2,6,3,0,0,0,0,4,1,2,3,5,1
2,9,1,3,32,1,2,2,3,2,2,5,11,3,1,1,5,1,8,3,8,20,5,1
3,9,1,3,24,0,2,1,3,3,1,3,10,1,4,0,5,0,8,1,6,14,5,1
4,9,2,3,30,0,1,1,1,1,1,1,8,9,1,1,3,1,7,6,9,17,2,0
5,9,2,3,31,1,2,2,3,3,3,6,11,4,1,0,6,1,9,4,6,14,3,0
6,9,2,3,33,0,1,1,3,2,2,2,9,5,3,1,4,1,9,5,11,21,4,0
7,9,3,3,19,0,1,1,3,2,1,2,7,1,3,0,2,1,6,1,5,9,3,0
8,9,3,3,31,0,4,4,4,2,1,7,14,2,3,1,5,3,8,1,6,15,4,0
9,9,3,3,24,0,1,1,1,1,0,2,9,4,1,2,2,1,7,3,7,13,2,0
1,9,1,4,14,0,1,0,2,3,2,3,4,2,5,0,0,0,3,2,4,8,2,1
2,9,1,4,21,0,0,0,0,0,2,1,6,2,4,0,2,1,5,2,3,8,2,0
3,9,2,4,32,0,0,0,1,2,3,2,7,3,3,2,6,1,7,3,6,16,2,0
4,9,2,4,16,0,1,1,4,4,1,2,7,2,0,1,2,0,5,2,4,9,5,1
5,9,2,4,15,0,0,0,3,4,1,1,4,2,1,1,3,0,4,2,4,8,3,1
6,9,3,4,34,0,1,1,1,1,0,1,15,3,5,2,4,1,9,2,7,14,2,0
7,9,3,4,24,0,0,0,2,2,2,2,9,3,1,2,4,0,5,3,7,16,3,0
8,9,4,4,18,0,0,0,0,1,1,0,6,1,1,2,2,1,6,1,3,7,1,0
9,9,4,4,33,0,1,1,2,3,1,2,6,6,2,5,4,1,5,6,8,22,2,0
